product_id,product_name,listing_price,sale_price,discounted_sale_price,brand,description,rating,reviews
AO9820-001,Nike Odyssey React,"USD 11,995.00","USD 9,597.00","USD 9,597.00",Nike,"The Nike Odyssey React Women's Running Shoe provides crazy comfort that lasts as long as you can run. Its Nike React foam cushioning is responsive yet lightweight, durable yet soft. This attraction of opposites creates a sensation that not only enhances the feeling of moving forwards, but makes running feel fun, too. The upper of the Nike Odyssey React is built with a lightweight, breathable fabric instead of the premium Flyknit featured on the Nike Epic React.",4.1,8
CT0624-100,Nike Offcourt SE,USD 0.00,"USD 2,995.00","USD 2,995.00",Nike,The Nike Offcourt SE Slide features a premium suede upper with a modern Swoosh detail. The innovative foam and jersey lining ensure an effortlessly comfortable experience.,0,0
CD6404-800,Nike P-6000,"USD 7,995.00","USD 4,797.00","USD 4,797.00",Nike,"The Nike P-6000 draws on the 2006 Nike Air Pegasus, bringing you a mash-up of iconic style that's breathable, comfortable and evocative of that early-2000s vibe.",0,0
AO0566-606,Nike Phantom Venom Academy FG,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,"The Nike Phantom Venom Academy FG is engineered for powerful, precise strikes that win games. Ridges on the instep create spin to control the flight of the ball, while the firm-ground plate provides the traction needed to unleash at any moment.",2.8,5
AO0566-606,Nike Phantom Venom Academy FG,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,"The Nike Phantom Venom Academy FG is engineered for powerful, precise strikes that win games. Ridges on the instep create spin to control the flight of the ball, while the firm-ground plate provides the traction needed to unleash at any moment.",2.8,5
AO0570-810,Nike Phantom Venom Academy IC,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"The Nike Phantom Venom Academy IC is engineered for powerful, precise strikes that win games. Ridges on the instep create spin to control the flight of the ball, while the herringbone outsole provides the traction needed to unleash at any moment.",0,0
AO0570-810,Nike Phantom Venom Academy IC,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"The Nike Phantom Venom Academy IC is engineered for powerful, precise strikes that win games. Ridges on the instep create spin to control the flight of the ball, while the herringbone outsole provides the traction needed to unleash at any moment.",0,0
AO0571-606,Nike Phantom Venom Academy TF,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,"The Nike Phantom Venom Academy TF is engineered for powerful, precise strikes that win games. Ridges on the instep help create spin to control the flight of the ball. The sole provides the turf traction needed to unleash at any moment.",5,1
AO0571-606,Nike Phantom Venom Academy TF,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,"The Nike Phantom Venom Academy TF is engineered for powerful, precise strikes that win games. Ridges on the instep help create spin to control the flight of the ball. The sole provides the turf traction needed to unleash at any moment.",5,1
AO0578-717,Nike Phantom Venom Club IC,"USD 4,995.00","USD 3,497.00","USD 3,497.00",Nike,"The Nike Phantom Venom Club IC is engineered for powerful, precise strikes that win games. A microtexture on the soft synthetic upper helps provide control, while the rubber sole gives you the traction needed to unleash at any moment.",0,0
AO0578-717,Nike Phantom Venom Club IC,"USD 4,995.00","USD 3,497.00","USD 3,497.00",Nike,"The Nike Phantom Venom Club IC is engineered for powerful, precise strikes that win games. A microtexture on the soft synthetic upper helps provide control, while the rubber sole gives you the traction needed to unleash at any moment.",0,0
CD4156-606,Nike Phantom Vision 2 Academy Dynamic Fit MG,USD 0.00,"USD 8,495.00","USD 8,495.00",Nike,"The Nike Phantom Vision 2 Academy Dynamic Fit MG brings a new level of fierce precision to the pitch. A foot-hugging inner sleeve is concealed in a NIKESKIN upper to create a boot for the finishers, the providers and the battlers of today's game.",0,0
CD4156-606,Nike Phantom Vision 2 Academy Dynamic Fit MG,USD 0.00,"USD 8,495.00","USD 8,495.00",Nike,"The Nike Phantom Vision 2 Academy Dynamic Fit MG brings a new level of fierce precision to the pitch. A foot-hugging inner sleeve is concealed in a NIKESKIN upper to create a boot for the finishers, the providers and the battlers of today's game.",0,0
CD4172-606,Nike Phantom Vision 2 Academy Dynamic Fit TF,USD 0.00,"USD 8,495.00","USD 8,495.00",Nike,The Nike Phantom Vision 2 Academy Dynamic Fit TF has a textured NIKESKIN overlay for durability and precise touch. Covered laces keep your striking surface clear.,0,0
CD4172-606,Nike Phantom Vision 2 Academy Dynamic Fit TF,USD 0.00,"USD 8,495.00","USD 8,495.00",Nike,The Nike Phantom Vision 2 Academy Dynamic Fit TF has a textured NIKESKIN overlay for durability and precise touch. Covered laces keep your striking surface clear.,0,0
CD4159-606,Nike Phantom Vision 2 Club Dynamic Fit MG,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,"The Nike Phantom Vision 2 Club Dynamic Fit MG brings fierce precision to the pitch. A foot-hugging inner sleeve is concealed in textured leather for comfortable, precise touch.",0,0
CD4159-606,Nike Phantom Vision 2 Club Dynamic Fit MG,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,"The Nike Phantom Vision 2 Club Dynamic Fit MG brings fierce precision to the pitch. A foot-hugging inner sleeve is concealed in textured leather for comfortable, precise touch.",0,0
CD4173-606,Nike Phantom Vision 2 Club Dynamic Fit TF,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,"The Nike Phantom Vision 2 Club Dynamic Fit TF provides precise touch to win. A foot-hugging inner sleeve combines with a textured synthetic leather outer layer to create a boot for the finishers, the providers and the battlers of tomorrow's game.",0,0
CD4173-606,Nike Phantom Vision 2 Club Dynamic Fit TF,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,"The Nike Phantom Vision 2 Club Dynamic Fit TF provides precise touch to win. A foot-hugging inner sleeve combines with a textured synthetic leather outer layer to create a boot for the finishers, the providers and the battlers of tomorrow's game.",0,0
CD4161-606,Nike Phantom Vision 2 Elite Dynamic Fit FG,USD 0.00,"USD 22,995.00","USD 22,995.00",Nike,"The Nike Phantom Vision 2 Elite Dynamic Fit FG brings a new level of fierce precision to the field. A foot-hugging inner sleeve is concealed in a textured Flyknit outer layer to create a boot for the finishers, the providers and the battlers of tomorrow's game.",5,1
CD4161-606,Nike Phantom Vision 2 Elite Dynamic Fit FG,USD 0.00,"USD 22,995.00","USD 22,995.00",Nike,"The Nike Phantom Vision 2 Elite Dynamic Fit FG brings a new level of fierce precision to the field. A foot-hugging inner sleeve is concealed in a textured Flyknit outer layer to create a boot for the finishers, the providers and the battlers of tomorrow's game.",5,1
AO3267-080,Nike Phantom Vision Academy Dynamic Fit IC,"USD 8,495.00","USD 6,797.00","USD 6,797.00",Nike,"The Nike Phantom Vision Academy Dynamic Fit IC provides precise touch to win small-sided glory, wherever the game finds you. A Ghost Laces system provides secure lockdown while a textured instep is always ready to receive, turn and score.",0,0
AO3267-080,Nike Phantom Vision Academy Dynamic Fit IC,"USD 8,495.00","USD 6,797.00","USD 6,797.00",Nike,"The Nike Phantom Vision Academy Dynamic Fit IC provides precise touch to win small-sided glory, wherever the game finds you. A Ghost Laces system provides secure lockdown while a textured instep is always ready to receive, turn and score.",0,0
AO3258-080,Nike Phantom Vision Academy Dynamic Fit MG,"USD 8,495.00","USD 5,947.00","USD 5,947.00",Nike,The Nike Phantom Vision Academy Dynamic Fit MG brings the fierce precision of street play to the pitch. A foot-hugging sleeve has a custom feel and the Ghost Laces system tights with 1 pull and is hidden for a bigger striking surface.,4,5
AO3258-080,Nike Phantom Vision Academy Dynamic Fit MG,"USD 8,495.00","USD 5,947.00","USD 5,947.00",Nike,The Nike Phantom Vision Academy Dynamic Fit MG brings the fierce precision of street play to the pitch. A foot-hugging sleeve has a custom feel and the Ghost Laces system tights with 1 pull and is hidden for a bigger striking surface.,4,5
AO3269-717,Nike Phantom Vision Academy Dynamic Fit TF,"USD 8,495.00","USD 5,947.00","USD 5,947.00",Nike,"The Nike Phantom Vision Academy Dynamic Fit TF Artificial Turf Football Boot provides the precise touch to win small-sided glory, wherever the game finds you. Webbing on the laces provides lockdown while a textured instep is always ready to receive, turn and score.",4,3
AJ6959-717,Nike Phantom Vision Club Dynamic Fit FG,"USD 5,995.00","USD 4,497.00","USD 4,497.00",Nike,"The Nike Phantom Vision Club Dynamic Fit FG brings the fierce precision of street play to the pitch. A foot-hugging Dynamic Fit collar combines with targeted texture for precision to create a boot for the finishers, the providers and the battlers of tomorrow's game.",5,1
AJ6959-717,Nike Phantom Vision Club Dynamic Fit FG,"USD 5,995.00","USD 4,497.00","USD 4,497.00",Nike,"The Nike Phantom Vision Club Dynamic Fit FG brings the fierce precision of street play to the pitch. A foot-hugging Dynamic Fit collar combines with targeted texture for precision to create a boot for the finishers, the providers and the battlers of tomorrow's game.",5,1
AO0577-717,Nike PhantomVNM Club FG,"USD 4,995.00","USD 3,497.00","USD 3,497.00",Nike,"The Nike PhantomVNM Club FG is engineered for powerful, precise strikes that win games. A microtexture on the soft synthetic upper provides ball control, while the firm-ground plate provides the traction needed to unleash at any moment.",0,0
AO0577-717,Nike PhantomVNM Club FG,"USD 4,995.00","USD 3,497.00","USD 3,497.00",Nike,"The Nike PhantomVNM Club FG is engineered for powerful, precise strikes that win games. A microtexture on the soft synthetic upper provides ball control, while the firm-ground plate provides the traction needed to unleash at any moment.",0,0
844127-108,Nike Potential 3,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,The Nike Potential 3 Unisex Cricket Shoe delivers lightweight cushioning and superb grip on the field with a Phylon midsole and rubber outsole.,5,1
844127-108,Nike Potential 3,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,The Nike Potential 3 Unisex Cricket Shoe delivers lightweight cushioning and superb grip on the field with a Phylon midsole and rubber outsole.,5,1
AO3166-300,Nike Pre-Love O.X.,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,The Nike Pre-Love O.X. Women's Shoe features a running-inspired profile and lightweight foam cushioning for all-day comfort.,5,3
CI3835-002,Nike React Element 55 Premium,"USD 11,995.00","USD 7,197.00","USD 7,197.00",Nike,"The Nike React Element 55 borrows design lines from heritage runners like the Nike Internationalist, then places it all on Nike React technology.",5,1
CD6964-002,Nike React Element 55 Premium,"USD 11,995.00","USD 7,197.00","USD 7,197.00",Nike,"The Nike React Element 55 is a balanced blend of classic design and forward-looking innovation. Nike React foam delivers lightweight, bouncy comfort, while rubber outsole pods and an exaggerated outsole offer a cutting-edge look that begs a reaction.",4,1
CD2153-001,Nike React Element 55 SE,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, adds premium details and places it all on Nike React technology.",5,1
CN3591-002,Nike React Element 55 SE,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, adds reflective graphics and combines it with Nike React technology for a smooth ride.",5,1
CI3831-200,Nike React Element 55 SE,"USD 10,995.00","USD 6,597.00","USD 6,597.00",Nike,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, adds reflective graphics, then places it all on Nike React technology.",4,1
BV1507-001,Nike React Element 55 SE,"USD 10,995.00","USD 6,597.00","USD 6,597.00",Nike,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, then places it all on Nike React technology.",4.8,5
BQ6166-003,Nike React Element 55,"USD 11,995.00","USD 7,197.00","USD 7,197.00",Nike,The Nike React Element 55 Shoe borrows design lines from heritage runners like the Nike Internationalist and then places it all on Nike React technology.,3.7,31
BQ2728-012,Nike React Element 55,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike React Element 55 Women's Shoe borrows design lines from heritage Nike runners like the Internationalist, adds reflective graphics and then places it all on Nike React technology.",3.9,17
AV5555-001,Nike React Ianga,"USD 10,995.00","USD 8,797.00","USD 8,797.00",Nike,"The Nike React Ianga takes elements from a jungle boot and mixes them with modern, technical details. Part of the 10th Collection, this shoe is a unique, military-inspired expression of the React family.",4.3,9
CJ3312-001,Nike React Kenny 55,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"The Nike React Kenny 55 lets you rep the classic and the cutting edge at once. The lines are borrowed from OG Nike running shoes like the Internationalist, rooting you to sneaker heritage, while responsive React cushioning adds modern comfort that feels unbelievably soft. Its 2-tone marble print speaks to the duality of the real world. 1 part yin, 1 part yang. Everything in perfect balance.",5,1
CN5501-046,Nike React Metcon AMP,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,"The Nike React Metcon AMP takes the stability and traction from the original and pairs it with React foam, Nike's most comfortable cushioning. It feels soft and springy with a breathable Flyknit and synthetic upper, but it's still stable enough to tackle lifting and high-impact workouts.",0,0
CN5501-046,Nike React Metcon AMP,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,"The Nike React Metcon AMP takes the stability and traction from the original and pairs it with React foam, Nike's most comfortable cushioning. It feels soft and springy with a breathable Flyknit and synthetic upper, but it's still stable enough to tackle lifting and high-impact workouts.",0,0
CT9155-063,Nike React Metcon AMP,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,"The Nike React Metcon AMP takes the stability and traction from the original and pairs it with React foam, Nike's most comfortable cushioning. It feels soft and springy with a breathable upper, but it's still stable enough to tackle lifting and high-impact workouts. A glow-in-the-dark rubber sole climbs up the side of the shoe for durability and extra grip during rope climbs.",3,1
BQ6044-100,Nike React Metcon,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"The Nike React Metcon takes the stability and traction from the training original and pairs it with Nike's most comfortable cushioning. Tackle high-impact and lifting workouts with a light, breathable upper and durable grip to keep you going.",3.9,10
BQ6046-010,Nike React Metcon,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"The Nike React Metcon takes the stability and traction from the training original and pairs it with Nike's most comfortable cushioning. Tackle high-impact and lifting workouts with a light, breathable upper and durable grip to keep you going.",3.7,3
BQ6044-100,Nike React Metcon,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"The Nike React Metcon takes the stability and traction from the training original and pairs it with Nike's most comfortable cushioning. Tackle high-impact and lifting workouts with a light, breathable upper and durable grip to keep you going.",3.9,10
CJ0280-001,Nike React Phantom Run Flyknit 2,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike React Phantom Run Flyknit 2 is all about versatility for the everyday runner. The shoe expands on its laceless design by adding secure comfort, making it feel like the shoe disappears on your foot. More foam means better cushioning, keeping you comfortable as you run.",0,0
CJ0277-002,Nike React Phantom Run Flyknit 2,USD 0.00,"USD 11,995.00","USD 11,995.00",Nike,"The Nike React Phantom Run Flyknit 2 offers versatility for the everyday runner. Building on the foundation of its predecessor, the shoe expands on its laceless design by adding secure support that feels like it ""disappears"" on your foot. More foam means better cushioning, keeping you comfortable as you run.",0,0
CN7664-800,Nike React Presto Premium,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike React Presto Premium features an innovative React foam midsole that delivers a futuristic look and bouncy, lightweight feel for all-day comfort with a whole lot of personality.",5,1
CD4373-001,Nike React Vision,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike React Vision is a story of surreal comfort. Layered textures, shapes and vivid colours are combined in a design influenced by the exaggerated world of our dreams, while React foam and an ultra-plush tongue provide surreal comfort. DIMSIX on the tongue tab rises high off the collar to add just a touch of Nike's own origin story.",4.7,3
CI7523-002,Nike React Vision,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"The Nike React Vision is a story of surreal comfort. Layered textures, shapes and vivid colours are combined in a design influenced by the exaggerated world of our dreams, while React foam and an ultra-plush tongue provide surreal comfort. DIMSIX on the tongue tab rises high off the collar to add just a touch of Nike's own origin story.",4.3,3
CD0200-003,Nike Renew Fusion,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Renew Fusion blends stability, cushioning and durability for high-impact training sessions. A foam sole cushions heavy-weight, high-paced activities, while a midfoot cage locks your foot down to a flat, wide base for stability.",5,1
CK6357-005,Nike Renew Run,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Renew Run keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go.",4.3,12
CK6360-001,Nike Renew Run,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike Renew Run keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go.",4.8,5
CT3509-001,Nike Renew Run Special Edition,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike Renew Run Special Edition keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go. Regrind material in the outsole mixes with a speckled print for a premium design.",0,0
AQ7477-009,Nike SB Air Max Stefan Janoski 2,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike SB Air Max Stefan Janoski 2 hugs your foot with a breathable textile upper. A Max Air unit in the heel cushions every step, while a flat rubber outsole optimises grip when you're on your board.",2.6,11
AQ7477-009,Nike SB Air Max Stefan Janoski 2,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike SB Air Max Stefan Janoski 2 hugs your foot with a breathable textile upper. A Max Air unit in the heel cushions every step, while a flat rubber outsole optimises grip when you're on your board.",2.6,11
CD5036-100,Nike SB Air Zoom Bruin Edge,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike SB Air Zoom Bruin Edge puts a DIY spin on an iconic skate shoe. Frayed stitching, exposed foam and a mix of materials create a patched look that's built to perform. Stencils are included so you can take the DIY look to the next level.",5,1
CD5036-100,Nike SB Air Zoom Bruin Edge,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike SB Air Zoom Bruin Edge puts a DIY spin on an iconic skate shoe. Frayed stitching, exposed foam and a mix of materials create a patched look that's built to perform. Stencils are included so you can take the DIY look to the next level.",5,1
CJ0882-001,Nike SB Alleyoop,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,"The Nike SB Alleyoop delivers comfort that lasts in a low-top silhouette. Soft suede and plush foam hug and support your foot, long after the sun goes down.",0,0
CJ0882-001,Nike SB Alleyoop,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,"The Nike SB Alleyoop delivers comfort that lasts in a low-top silhouette. Soft suede and plush foam hug and support your foot, long after the sun goes down.",0,0
704939-103,Nike SB Blazer Low GT,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike SB Blazer Low GT pairs a supportive feel with lightweight, responsive cushioning for everyday use. Just like Grant Taylor, it blends contemporary style with old-school traditions.",4.3,8
864348-019,Nike SB Blazer Low XT,"USD 7,995.00","USD 6,397.00","USD 6,397.00",Nike,"The Nike SB Blazer Low XT Men's Skateboarding Shoe retools the classic profile for extra-tough sessions, adding lightweight impact protection.",5,2
CT3110-400,Nike SB Charge Slip Premium,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,The Nike SB Charge Slip Premium offers a slip-on design that pops with an eye-catching print.,0,0
CT3110-400,Nike SB Charge Slip Premium,USD 0.00,"USD 5,495.00","USD 5,495.00",Nike,The Nike SB Charge Slip Premium offers a slip-on design that pops with an eye-catching print.,0,0
CK0980-002,Nike SB Chron Solarsoft Premium,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,The Nike SB Chron Solarsoft Premium makes a statement with a fresh print. You'll get the same flexible comfort you love with a touch of something extra.,0,0
CK0980-002,Nike SB Chron Solarsoft Premium,USD 0.00,"USD 5,995.00","USD 5,995.00",Nike,The Nike SB Chron Solarsoft Premium makes a statement with a fresh print. You'll get the same flexible comfort you love with a touch of something extra.,0,0
BQ6826-003,Nike SB Dunk High Pro,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,The Nike SB Dunk High Pro pairs iconic Dunk style with a high-top design for a fresh look. A Zoom Air unit in the heel and a padded tongue create a comfortable fit that's made to skate.,4.8,4
BQ6826-003,Nike SB Dunk High Pro,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,The Nike SB Dunk High Pro pairs iconic Dunk style with a high-top design for a fresh look. A Zoom Air unit in the heel and a padded tongue create a comfortable fit that's made to skate.,4.8,4
AR7718-001,Nike SB Zoom Stefan Janoski Canvas RM,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike SB Zoom Stefan Janoski Canvas RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",3.4,5
AR7718-001,Nike SB Zoom Stefan Janoski Canvas RM,USD 0.00,"USD 6,995.00","USD 6,995.00",Nike,"The Nike SB Zoom Stefan Janoski Canvas RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",3.4,5
AQ7878-003,Nike SB Zoom Stefan Janoski Canvas RM Premium,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike SB Zoom Stefan Janoski Canvas RM Premium pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible outsole for better boardfeel right out of the box.",1,1
AQ7878-003,Nike SB Zoom Stefan Janoski Canvas RM Premium,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike SB Zoom Stefan Janoski Canvas RM Premium pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible outsole for better boardfeel right out of the box.",1,1
AT7324-001,Nike SB Zoom Stefan Janoski Mid RM,"USD 7,995.00","USD 6,397.00","USD 6,397.00",Nike,"The Nike SB Zoom Stefan Janoski Mid RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",5,1
AT7324-001,Nike SB Zoom Stefan Janoski Mid RM,"USD 7,995.00","USD 6,397.00","USD 6,397.00",Nike,"The Nike SB Zoom Stefan Janoski Mid RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",5,1
CJ0860-668,Nike SuperRep Go,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike SuperRep Go combines comfortable foam cushioning, flexibility and support to get you moving in circuit-based fitness classes or while streaming workouts at home.",0,0
CJ0773-010,Nike SuperRep Go,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Nike SuperRep Go combines comfortable foam cushioning, flexibility and support to get you moving in circuit-based fitness classes or while streaming workouts at home.",0,0
AT6099-606,Nike Tiempo Legend 8 Academy IC,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,The Nike Tiempo Legend 8 Academy IC takes the legendary touch of calfskin leather and adds cushioning that equips you for the court or the streets. A mesh tongue and collar lining add breathability and street style.,5,1
AT6099-606,Nike Tiempo Legend 8 Academy IC,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,The Nike Tiempo Legend 8 Academy IC takes the legendary touch of calfskin leather and adds cushioning that equips you for the court or the streets. A mesh tongue and collar lining add breathability and street style.,5,1
AT5292-606,Nike Tiempo Legend 8 Academy MG,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,The Nike Tiempo Legend 8 Academy MG takes the legendary touch of calfskin leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,2,1
AT5292-004,Nike Tiempo Legend 8 Academy MG,"USD 6,495.00","USD 4,547.00","USD 4,547.00",Nike,The Nike Tiempo Legend 8 Academy MG takes the legendary touch of calfskin leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,2,1
AT6100-606,Nike Tiempo Legend 8 Academy TF,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,The Nike Tiempo Legend 8 Academy TF takes the legendary touch of calfskin leather and adds a grippy rubber outsole for multi-directional traction.,0,0
AT6110-004,Nike Tiempo Legend 8 Club IC,"USD 4,495.00","USD 3,147.00","USD 3,147.00",Nike,The Nike Tiempo Legend 8 Club IC takes the touch of textured synthetic leather and adds a grippy rubber outsole for multi-directional traction.,2,1
AT6110-004,Nike Tiempo Legend 8 Club IC,"USD 4,495.00","USD 3,147.00","USD 3,147.00",Nike,The Nike Tiempo Legend 8 Club IC takes the touch of textured synthetic leather and adds a grippy rubber outsole for multi-directional traction.,2,1
AT6107-606,Nike Tiempo Legend 8 Club MG,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,The Nike Tiempo Legend 8 Club MG takes the touch of textured synthetic leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,0,0
AT6107-606,Nike Tiempo Legend 8 Club MG,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,The Nike Tiempo Legend 8 Club MG takes the touch of textured synthetic leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,0,0
AT6109-606,Nike Tiempo Legend 8 Club TF,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,The Nike Tiempo Legend 8 Club TF takes the touch of textured synthetic leather and adds a grippy rubber outsole for multi-directional traction.,0,0
AT6109-606,Nike Tiempo Legend 8 Club TF,USD 0.00,"USD 4,495.00","USD 4,495.00",Nike,The Nike Tiempo Legend 8 Club TF takes the touch of textured synthetic leather and adds a grippy rubber outsole for multi-directional traction.,0,0
AT5293-004,Nike Tiempo Legend 8 Elite FG,USD 0.00,"USD 20,995.00","USD 20,995.00",Nike,The Nike Tiempo Legend 8 Elite FG takes the legendary touch of premium kangaroo leather and adds foot-hugging Quad-Fit mesh in the lining and a wrap-around Flyknit tongue that feels supportive under your arch.,3.1,7
AT5293-004,Nike Tiempo Legend 8 Elite FG,USD 0.00,"USD 20,995.00","USD 20,995.00",Nike,The Nike Tiempo Legend 8 Elite FG takes the legendary touch of premium kangaroo leather and adds foot-hugging Quad-Fit mesh in the lining and a wrap-around Flyknit tongue that feels supportive under your arch.,3.1,7
AH7249-118,Nike TiempoX Lunar Legend VII Pro TF,"USD 8,995.00","USD 7,197.00","USD 7,197.00",Nike,The Nike TiempoX Lunar Legend VII Pro Turf Football Boot features lightweight foam cushioning and a premium leather construction for a flexible fit and dominating touch when playing on turf pitches.,3,1
AH7249-118,Nike TiempoX Lunar Legend VII Pro TF,"USD 8,995.00","USD 7,197.00","USD 7,197.00",Nike,The Nike TiempoX Lunar Legend VII Pro Turf Football Boot features lightweight foam cushioning and a premium leather construction for a flexible fit and dominating touch when playing on turf pitches.,3,1
BQ3611-100,Nike Vandalised LX,"USD 10,995.00","USD 8,797.00","USD 8,797.00",Nike,"The Nike Vandalised LX hacks Nike DNA for a totally new spin on the original 1984 Nike Vandal, a basketball classic. Rearranging all the components creates a bold new look with asymmetrical details.",5,1
BQ3610-100,Nike Vandalised,"USD 10,995.00","USD 7,697.00","USD 7,697.00",Nike,"The Nike Vandalised puts a totally new spin on the original 1984 Nike Vandal. Full of classic Nike b-ball swagger, the shoe's rearranged components give a bold new asymmetrical look.",0,0
BV7106-400,Nike Wildhorse 6,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike Wildhorse 6 keeps it stable, secure and lightweight on the trail. An updated outsole delivers the traction you need, while a foam midsole keeps you cushioned on your run.",4.7,3
BV7099-400,Nike Wildhorse 6,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Nike Wildhorse 6 keeps it stable, secure and lightweight on the trail. An updated outsole delivers the traction you need, while a foam midsole keeps you cushioned on your run.",4.5,2
AV3866-001,Nike x Carhartt WIP Air Max 95,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,The Nike x Carhartt WIP Air Max 95 features reflective details and neon pops of colour. Carhartt WIP materials help construct the durable upper of a new take on the first sneaker with visible forefoot Nike Air.,5,1
CN2408-001,Nike x Undercover Air Max 720,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,The Nike x Undercover Air Max 720 brings Jun Takahashi's vision of chaos and balance to Air. 360 degrees of cushioning and a breathable design capture Takahashi's view of the future of fashion.,4,3
BQ5240-200,Nike Xarr,"USD 12,995.00","USD 9,097.00","USD 9,097.00",Nike,"The Nike Xarr sets you up to take on the elements in style. It's crafted with a water-resistant leather upper to help keep you dry and a rubber outsole to combat the season's wet conditions. With intricate detailing and a stylised tongue cover, it's a fresh new look with lots of attitude.",4.8,4
